Asset_ID,Category,Monetization,Start_Date,Revenue_Date,Daily_Revenue
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-10,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-11,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-12,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-13,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-14,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-15,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-16,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-17,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-18,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-19,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-20,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-21,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-22,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-23,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-24,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-25,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-26,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-27,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-02-28,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-01,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-02,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-03,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-04,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-05,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-06,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-07,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-08,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-09,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-10,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-11,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-12,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-13,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-14,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-15,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-16,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-17,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-18,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-19,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-20,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-21,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-22,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-23,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-24,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-25,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-26,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-27,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-28,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-29,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-30,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-03-31,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-01,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-02,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-03,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-04,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-05,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-06,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-07,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-08,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-09,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-10,4.37
IP-0001,Finance & Business,Subscriptions,2025-01-12,2025-04-11,4.37
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-12,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-13,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-14,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-15,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-16,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-17,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-18,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-19,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-20,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-21,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-22,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-23,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-24,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-25,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-26,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-27,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-28,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-29,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-30,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-01-31,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-01,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-02,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-03,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-04,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-05,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-06,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-07,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-08,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-09,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-10,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-11,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-12,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-13,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-14,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-15,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-16,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-17,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-18,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-19,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-20,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-21,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-22,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-23,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-24,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-25,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-26,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-27,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-02-28,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-01,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-02,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-03,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-04,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-05,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-06,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-07,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-08,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-09,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-10,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-11,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-12,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-13,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-14,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-15,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-16,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-17,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-18,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-19,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-20,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-21,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-22,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-23,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-24,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-25,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-26,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-27,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-28,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-29,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-30,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-03-31,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-01,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-02,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-03,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-04,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-05,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-06,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-07,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-08,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-09,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-10,2.29
IP-0001,Finance & Business,Licensing,2025-01-12,2025-04-11,2.29
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-12,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-13,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-14,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-15,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-16,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-17,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-18,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-19,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-20,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-21,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-22,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-23,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-24,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-25,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-26,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-27,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-28,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-29,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-30,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-01-31,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-01,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-02,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-03,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-04,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-05,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-06,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-07,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-08,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-09,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-10,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-11,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-12,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-13,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-14,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-15,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-16,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-17,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-18,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-19,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-20,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-21,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-22,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-23,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-24,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-25,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-26,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-27,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-02-28,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-01,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-02,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-03,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-04,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-05,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-06,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-07,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-08,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-09,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-10,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-11,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-12,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-13,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-14,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-15,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-16,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-17,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-18,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-19,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-20,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-21,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-22,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-23,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-24,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-25,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-26,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-27,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-28,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-29,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-30,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-03-31,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-01,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-02,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-03,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-04,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-05,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-06,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-07,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-08,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-09,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-10,2.24
IP-0002,Finance & Business,Advertising,2025-01-12,2025-04-11,2.24
IP-0003,Gaming,Licensing,2025-01-13,2025-01-13,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-14,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-15,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-16,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-17,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-18,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-19,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-20,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-21,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-22,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-23,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-24,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-25,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-26,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-27,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-28,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-29,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-30,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-01-31,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-01,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-02,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-03,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-04,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-05,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-06,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-07,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-08,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-09,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-10,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-11,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-12,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-13,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-14,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-15,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-16,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-17,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-18,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-19,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-20,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-21,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-22,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-23,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-24,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-25,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-26,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-27,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-02-28,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-01,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-02,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-03,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-04,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-05,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-06,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-07,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-08,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-09,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-10,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-11,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-12,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-13,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-14,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-15,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-16,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-17,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-18,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-19,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-20,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-21,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-22,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-23,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-24,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-25,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-26,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-27,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-28,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-29,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-30,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-03-31,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-01,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-02,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-03,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-04,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-05,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-06,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-07,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-08,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-09,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-10,2.99
IP-0003,Gaming,Licensing,2025-01-13,2025-04-11,2.99
IP-0003,Gaming,Advertising,2025-01-13,2025-01-13,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-14,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-15,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-16,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-17,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-18,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-19,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-20,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-21,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-22,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-23,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-24,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-25,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-26,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-27,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-28,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-29,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-30,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-01-31,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-01,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-02,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-03,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-04,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-05,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-06,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-07,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-08,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-09,1.71
IP-0003,Gaming,Advertising,2025-01-13,2025-02-10,1.71
